sets,artist,venue,month,day,year,song_num
I'm Into You,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,3
Waiting for Tonight,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,4
Goin' In,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,6
Jenny From the Block,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,8
If You Had My Love,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,9
No me queda más,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,10
Until It Beats No More,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,11
Let's Get Loud,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,12
Papi,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,13
On the Floor,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,14
Dance Again,Jennifer Lopez,"Philips Arena, Atlanta, GA, USA",Aug,29,2012,15
Get Right,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,2
I'm Into You,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,3
Waiting for Tonight,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,4
Goin' In,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,6
Jenny From the Block,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,8
If You Had My Love,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,9
No me queda más,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,10
Until It Beats No More,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,11
Let's Get Loud,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,12
Papi,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,13
On the Floor,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,14
Dance Again,Jennifer Lopez,"Toyota Center, Houston, TX, USA",Aug,26,2012,15
Get Right,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,2
I'm Into You,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,3
Waiting for Tonight,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,4
Goin' In,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,6
Jenny From the Block,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,7
Hold It Don't Drop It,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,8
If You Had My Love,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,9
No me queda más,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,10
Until It Beats No More,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,11
Let's Get Loud,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,12
Papi,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,13
On the Floor,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,14
Dance Again,Jennifer Lopez,"American Airlines Center, Dallas, TX, USA",Aug,25,2012,15
Get Right,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,2
I'm Into You,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,3
Waiting for Tonight,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,4
Goin' In,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,6
Jenny From the Block,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,7
Hold It Don't Drop It,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,8
If You Had My Love,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,9
Until It Beats No More,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,10
Let's Get Loud,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,11
Papi,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,12
On the Floor,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,13
Dance Again,Jennifer Lopez,"AT&T Center, San Antonio, TX, USA",Aug,23,2012,14
Get Right,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,2
I'm Into You,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,3
Waiting for Tonight,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,4
Goin' In,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,6
Jenny From the Block,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,8
If You Had My Love,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,9
Until It Beats No More,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,10
Let's Get Loud,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,11
Papi,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,12
On the Floor,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,13
Dance Again,Jennifer Lopez,"Mandalay Bay Events Center, Las Vegas, NV, USA",Aug,18,2012,14
Get Right,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,2
I'm Into You,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,3
Waiting for Tonight,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,4
Goin' In,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,6
Jenny From the Block,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,8
If You Had My Love,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,9
Until It Beats No More,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,10
Let's Get Loud,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,11
Papi,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,12
On the Floor,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,13
Dance Again,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,17,2012,14
Get Right,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,2
I'm Into You,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,3
Waiting for Tonight,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,4
Goin' In,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,6
Jenny From the Block,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,8
If You Had My Love,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,9
Until It Beats No More,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,10
Let's Get Loud,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,11
Papi,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,12
On the Floor,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,13
Dance Again,Jennifer Lopez,"Staples Center, Los Angeles, CA, USA",Aug,16,2012,14
Get Right,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,2
I'm Into You,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,3
Waiting for Tonight,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,4
Goin' In,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,6
Jenny From the Block,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,8
If You Had My Love,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,9
Until It Beats No More,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,10
Let's Get Loud,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,11
Papi,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,12
On the Floor,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,13
Dance Again,Jennifer Lopez,"Honda Center, Anaheim, CA, USA",Aug,11,2012,14
Get Right,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,2
I'm Into You,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,3
Waiting for Tonight,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,4
Goin' In,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,6
Jenny From the Block,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,7
Hold It Don't Drop It,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,8
If You Had My Love,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,9
Until It Beats No More,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,10
Let's Get Loud,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,11
Papi,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,12
On the Floor,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,13
Dance Again,Jennifer Lopez,"HP Pavilion, San Jose, CA, USA",Aug,8,2012,14
Get Right,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,2
I'm Into You,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,3
Waiting for Tonight,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,4
Goin' In,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,6
Jenny From the Block,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,8
If You Had My Love,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,9
Until It Beats No More,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,10
Let's Get Loud,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,11
Papi,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,12
On the Floor,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,13
Dance Again,Jennifer Lopez,"Sprint Center, Kansas City, MO, USA",Aug,4,2012,14
Get Right,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,2
I'm Into You,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,3
Waiting for Tonight,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,4
Goin' In,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,6
Jenny From the Block,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,7
Hold It Don't Drop It,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,8
If You Had My Love,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,9
Until It Beats No More,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,10
Let's Get Loud,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,11
Papi,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,12
On the Floor,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,13
Dance Again,Jennifer Lopez,"United Center, Chicago, IL, USA",Aug,3,2012,14
Get Right,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,2
I'm Into You,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,3
Waiting for Tonight,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,4
Goin' In,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,6
Jenny From the Block,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,8
If You Had My Love,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,9
Until It Beats No More,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,10
Let's Get Loud,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,11
Papi,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,12
On the Floor,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,13
Dance Again,Jennifer Lopez,"Target Center, Minneapolis, MN, USA",Aug,1,2012,14
Get Right,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,2
I'm Into You,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,3
Waiting for Tonight,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,4
Goin' In,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,5
I'm Real / All I Have / Ain't It Funny,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,6
Jenny From the Block,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,8
If You Had My Love,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,9
Until It Beats No More,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,10
Let's Get Loud,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,11
Papi,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,12
On the Floor,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,13
Dance Again,Jennifer Lopez,"Boardwalk Hall, Atlantic City, NJ, USA",Jul,29,2012,14
Get Right,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,2
I'm Into You,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,3
Waiting for Tonight,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,4
Goin' In,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,6
Jenny From the Block,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,8
If You Had My Love,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,9
Until It Beats No More,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,10
Let's Get Loud,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,11
Papi,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,12
On the Floor,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,13
Dance Again,Jennifer Lopez,"Verizon Center, Washington, DC, USA",Jul,28,2012,14
Get Right,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,2
I'm Into You,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,3
Waiting for Tonight,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,4
Goin' In,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,6
Jenny From the Block,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,8
If You Had My Love,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,9
Until It Beats No More,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,10
Let's Get Loud,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,11
Papi,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,12
On the Floor,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,13
Dance Again,Jennifer Lopez,"Mohegan Sun Arena, Uncasville, CT, USA",Jul,26,2012,14
Get Right,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,2
I'm Into You,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,3
Waiting for Tonight,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,4
Goin' In,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,6
Jenny From the Block,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,7
Hold It Don't Drop It,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,8
If You Had My Love,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,9
Until It Beats No More,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,10
Let's Get Loud,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,11
Papi,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,12
On the Floor,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,13
Dance Again,Jennifer Lopez,"TD Garden, Boston, MA, USA",Jul,25,2012,14
Get Right,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,2
I'm Into You,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,3
Waiting for Tonight,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,4
Goin' In,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,6
Jenny From the Block,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,8
If You Had My Love,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,9
Until It Beats No More,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,10
Let's Get Loud,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,11
Papi,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,12
On the Floor,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,13
Dance Again,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,21,2012,14
Get Right,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,2
I'm Into You,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,3
Waiting for Tonight,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,4
Goin' In,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,5
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,6
Jenny From the Block,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,7
Hold It Don't Drop It,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,8
If You Had My Love,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,9
Until It Beats No More,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,10
Let's Get Loud,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,11
Papi,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,12
On the Floor,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,13
Dance Again,Jennifer Lopez,"Prudential Center, Newark, NJ, USA",Jul,20,2012,14
Get Right,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,2
I'm Into You,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,3
Waiting for Tonight,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,4
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,5
Jenny From the Block,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,6
Hold It Don't Drop It,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,7
If You Had My Love,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,8
Until It Beats No More,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,9
Let's Get Loud,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,10
Papi,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,11
On the Floor,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,12
Dance Again,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,18,2012,13
Get Right,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,17,2012,1
Love Don't Cost a Thing,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,17,2012,2
I'm Into You,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,17,2012,3
Waiting for Tonight,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,17,2012,4
I'm Real / All I Have / Feelin' So Good / Ain't It Funny,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,17,2012,5
Jenny From the Block,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,17,2012,6
Hold It Don't Drop It,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,17,2012,7
If You Had My Love,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,17,2012,8
Until It Beats No More,Jennifer Lopez,"Air Canada Centre, Toronto, ON, Canada",Jul,17,2012,9
